time_signature,speechiness,danceability,duration_ms,energy,track_href,mode,uri,type,track_album_release_date,analysis_url,id,instrumentalness,valence,key,tempo,loudness,acousticness,liveness,Popularity_Type
4.0,0.0781,0.616,165000.0,0.711,https://api.spotify.com/v1/tracks/5nh2uDBGukTzGo1vanSpaK,0.0,spotify:track:5nh2uDBGukTzGo1vanSpaK,audio_features,2022-09-16,https://api.spotify.com/v1/audio-analysis/5nh2uDBGukTzGo1vanSpaK,5nh2uDBGukTzGo1vanSpaK,1.96e-05,0.312,9.0,119.997,-8.48,0.167,0.596,Low
4.0,0.0977,0.769,147857.0,0.108,https://api.spotify.com/v1/tracks/5pbMjvDEHdFVRkxjNeaUFu,0.0,spotify:track:5pbMjvDEHdFVRkxjNeaUFu,audio_features,2023-09-22,https://api.spotify.com/v1/audio-analysis/5pbMjvDEHdFVRkxjNeaUFu,5pbMjvDEHdFVRkxjNeaUFu,0.914,0.374,11.0,140.033,-18.875,0.877,0.108,Low
4.0,0.159,0.743,261335.0,0.655,https://api.spotify.com/v1/tracks/05bfbizlM5AX6Mf1RRyMho,0.0,spotify:track:05bfbizlM5AX6Mf1RRyMho,audio_features,2021-06-24,https://api.spotify.com/v1/audio-analysis/05bfbizlM5AX6Mf1RRyMho,05bfbizlM5AX6Mf1RRyMho,0.0,0.785,6.0,172.031,-5.015,0.114,0.0764,Low
5.0,0.0488,0.152,147083.0,0.00545,https://api.spotify.com/v1/tracks/7A1uziu96JlZBqgbYnx3VE,1.0,spotify:track:7A1uziu96JlZBqgbYnx3VE,audio_features,2024-07-21,https://api.spotify.com/v1/audio-analysis/7A1uziu96JlZBqgbYnx3VE,7A1uziu96JlZBqgbYnx3VE,0.839,0.0513,11.0,136.382,-37.562,0.984,0.1,Low
4.0,0.0648,0.406,196075.0,0.622,https://api.spotify.com/v1/tracks/1whKKdtCiFjN7MW7DrIRUH,0.0,spotify:track:1whKKdtCiFjN7MW7DrIRUH,audio_features,2024-03-08,https://api.spotify.com/v1/audio-analysis/1whKKdtCiFjN7MW7DrIRUH,1whKKdtCiFjN7MW7DrIRUH,1.35e-05,0.567,3.0,204.028,-7.647,0.497,0.309,High
4.0,0.0581,0.636,219043.0,0.815,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,0.0,spotify:track:5tf1VVWniHgryyumXyJM7w,audio_features,2015-09-25,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,5tf1VVWniHgryyumXyJM7w,0.0,0.636,5.0,123.063,-5.098,0.0185,0.163,High
4.0,0.0534,0.74,193732.0,0.255,https://api.spotify.com/v1/tracks/6IaSUc4wx1rzo8lGs4KOot,1.0,spotify:track:6IaSUc4wx1rzo8lGs4KOot,audio_features,2021-01-01,https://api.spotify.com/v1/audio-analysis/6IaSUc4wx1rzo8lGs4KOot,6IaSUc4wx1rzo8lGs4KOot,0.894,0.231,10.0,142.568,-7.293,0.275,0.105,Low
4.0,0.0387,0.1,906000.0,0.0354,https://api.spotify.com/v1/tracks/52GmHO5DikTIKc3yBmTTT1,0.0,spotify:track:52GmHO5DikTIKc3yBmTTT1,audio_features,1997-01-01,https://api.spotify.com/v1/audio-analysis/52GmHO5DikTIKc3yBmTTT1,52GmHO5DikTIKc3yBmTTT1,0.865,0.0426,11.0,73.968,-17.211,0.901,0.125,Low
1.0,0.0532,0.138,144750.0,0.00161,https://api.spotify.com/v1/tracks/6KzdWw8Hi1bz1lVw2AXDzb,1.0,spotify:track:6KzdWw8Hi1bz1lVw2AXDzb,audio_features,2024-01-19,https://api.spotify.com/v1/audio-analysis/6KzdWw8Hi1bz1lVw2AXDzb,6KzdWw8Hi1bz1lVw2AXDzb,0.971,0.155,5.0,140.997,-43.643,0.977,0.0951,High
3.0,0.0342,0.22,134535.0,0.0808,https://api.spotify.com/v1/tracks/5j0mqk4wJI0HClQOAFWqsE,1.0,spotify:track:5j0mqk4wJI0HClQOAFWqsE,audio_features,2024-05-31,https://api.spotify.com/v1/audio-analysis/5j0mqk4wJI0HClQOAFWqsE,5j0mqk4wJI0HClQOAFWqsE,0.706,0.0345,9.0,61.999,-24.81,0.896,0.12,Low
4.0,0.111,0.664,197933.0,0.714,https://api.spotify.com/v1/tracks/0vbtURX4qv1l7besfwmnD8,0.0,spotify:track:0vbtURX4qv1l7besfwmnD8,audio_features,2016-05-06,https://api.spotify.com/v1/audio-analysis/0vbtURX4qv1l7besfwmnD8,0vbtURX4qv1l7besfwmnD8,8.42e-06,0.71,7.0,101.969,-6.645,0.0353,0.0843,High
4.0,0.109,0.764,175714.0,0.865,https://api.spotify.com/v1/tracks/2KVAO2OAH6a9Tr2DqYL65g,0.0,spotify:track:2KVAO2OAH6a9Tr2DqYL65g,audio_features,2024-08-09,https://api.spotify.com/v1/audio-analysis/2KVAO2OAH6a9Tr2DqYL65g,2KVAO2OAH6a9Tr2DqYL65g,0.722,0.177,6.0,125.997,-6.907,0.0118,0.0617,Low
4.0,0.0289,0.691,184320.0,0.549,https://api.spotify.com/v1/tracks/24R2LSMaPLaANfhWG9pRaC,1.0,spotify:track:24R2LSMaPLaANfhWG9pRaC,audio_features,2019-08-08,https://api.spotify.com/v1/audio-analysis/24R2LSMaPLaANfhWG9pRaC,24R2LSMaPLaANfhWG9pRaC,7.66e-06,0.367,2.0,125.043,-7.176,0.589,0.116,Low
4.0,0.0606,0.461,158213.0,0.752,https://api.spotify.com/v1/tracks/4CkIURmNRubxc12llcAiuh,1.0,spotify:track:4CkIURmNRubxc12llcAiuh,audio_features,2005-01-01,https://api.spotify.com/v1/audio-analysis/4CkIURmNRubxc12llcAiuh,4CkIURmNRubxc12llcAiuh,0.00043,0.897,7.0,141.085,-8.738,0.0211,0.116,Low
4.0,0.0334,0.674,96047.0,0.52,https://api.spotify.com/v1/tracks/4piWGWlGPmzxSmFj3gbdZB,1.0,spotify:track:4piWGWlGPmzxSmFj3gbdZB,audio_features,2021-02-03,https://api.spotify.com/v1/audio-analysis/4piWGWlGPmzxSmFj3gbdZB,4piWGWlGPmzxSmFj3gbdZB,0.945,0.225,4.0,82.47,-9.925,0.772,0.107,Low
4.0,0.0963,0.604,131597.0,0.324,https://api.spotify.com/v1/tracks/75COvmWgSL1DfGkQburzDa,0.0,spotify:track:75COvmWgSL1DfGkQburzDa,audio_features,2024-06-07,https://api.spotify.com/v1/audio-analysis/75COvmWgSL1DfGkQburzDa,75COvmWgSL1DfGkQburzDa,0.928,0.254,6.0,145.826,-8.465,0.927,0.127,Low
4.0,0.0447,0.699,196673.0,0.571,https://api.spotify.com/v1/tracks/39Ds12O7TtdKYw4610wNSk,0.0,spotify:track:39Ds12O7TtdKYw4610wNSk,audio_features,2019-02-14,https://api.spotify.com/v1/audio-analysis/39Ds12O7TtdKYw4610wNSk,39Ds12O7TtdKYw4610wNSk,0.0,0.38,4.0,124.915,-7.955,0.278,0.431,Low
4.0,0.0281,0.651,259453.0,0.663,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16,0.0,spotify:track:4llK75pXNWZz6KAho2Gp16,audio_features,2002,https://api.spotify.com/v1/audio-analysis/4llK75pXNWZz6KAho2Gp16,4llK75pXNWZz6KAho2Gp16,0.0,0.465,0.0,102.0,-5.569,0.228,0.0994,High
4.0,0.091,0.697,265691.0,0.638,https://api.spotify.com/v1/tracks/0Nj3EM5QMCIdTbWM3wzJGR,1.0,spotify:track:0Nj3EM5QMCIdTbWM3wzJGR,audio_features,2011-09-27,https://api.spotify.com/v1/audio-analysis/0Nj3EM5QMCIdTbWM3wzJGR,0Nj3EM5QMCIdTbWM3wzJGR,0.00286,0.598,8.0,165.929,-5.246,0.0216,0.103,Low
4.0,0.104,0.704,181000.0,0.717,https://api.spotify.com/v1/tracks/3y8fl4vQjkHjOaHc0nHmXU,1.0,spotify:track:3y8fl4vQjkHjOaHc0nHmXU,audio_features,2024-10-31,https://api.spotify.com/v1/audio-analysis/3y8fl4vQjkHjOaHc0nHmXU,3y8fl4vQjkHjOaHc0nHmXU,0.0,0.394,8.0,130.004,-5.831,0.333,0.487,Low
4.0,0.0419,0.53,226880.0,0.339,https://api.spotify.com/v1/tracks/4FycxLfl7H5CQnqw9J6LXZ,0.0,spotify:track:4FycxLfl7H5CQnqw9J6LXZ,audio_features,2008,https://api.spotify.com/v1/audio-analysis/4FycxLfl7H5CQnqw9J6LXZ,4FycxLfl7H5CQnqw9J6LXZ,0.874,0.0719,2.0,90.041,-16.973,0.567,0.102,Low
4.0,0.14,0.492,180531.0,0.686,https://api.spotify.com/v1/tracks/7MaM9JVq1UXAGZQ4JFNXMg,0.0,spotify:track:7MaM9JVq1UXAGZQ4JFNXMg,audio_features,2024-02-23,https://api.spotify.com/v1/audio-analysis/7MaM9JVq1UXAGZQ4JFNXMg,7MaM9JVq1UXAGZQ4JFNXMg,0.0,0.392,5.0,109.802,-6.97,0.28,0.137,Low
4.0,0.0422,0.571,119812.0,0.128,https://api.spotify.com/v1/tracks/1MNeQQdOIw8hhPXGq1UFXC,1.0,spotify:track:1MNeQQdOIw8hhPXGq1UFXC,audio_features,2014-11-24,https://api.spotify.com/v1/audio-analysis/1MNeQQdOIw8hhPXGq1UFXC,1MNeQQdOIw8hhPXGq1UFXC,0.955,0.263,7.0,129.995,-18.872,0.949,0.107,Low
4.0,0.254,0.777,166449.0,0.934,https://api.spotify.com/v1/tracks/3HrHhTWonBqF4mDasi8xvC,1.0,spotify:track:3HrHhTWonBqF4mDasi8xvC,audio_features,2024-08-08,https://api.spotify.com/v1/audio-analysis/3HrHhTWonBqF4mDasi8xvC,3HrHhTWonBqF4mDasi8xvC,3.86e-05,0.637,2.0,88.009,-0.959,0.285,0.275,High
4.0,0.0419,0.53,226880.0,0.339,https://api.spotify.com/v1/tracks/4FycxLfl7H5CQnqw9J6LXZ,0.0,spotify:track:4FycxLfl7H5CQnqw9J6LXZ,audio_features,2008,https://api.spotify.com/v1/audio-analysis/4FycxLfl7H5CQnqw9J6LXZ,4FycxLfl7H5CQnqw9J6LXZ,0.874,0.0719,2.0,90.041,-16.973,0.567,0.102,Low
4.0,0.0587,0.592,252027.0,0.54,https://api.spotify.com/v1/tracks/5RhWszHMSKzb7KiXk4Ae0M,0.0,spotify:track:5RhWszHMSKzb7KiXk4Ae0M,audio_features,2021-03-09,https://api.spotify.com/v1/audio-analysis/5RhWszHMSKzb7KiXk4Ae0M,5RhWszHMSKzb7KiXk4Ae0M,0.00187,0.354,8.0,111.955,-11.249,0.692,0.0965,Low
4.0,0.207,0.624,175500.0,0.991,https://api.spotify.com/v1/tracks/7BZoKv8WjQJ46aBkpIkicg,0.0,spotify:track:7BZoKv8WjQJ46aBkpIkicg,audio_features,2024-06-07,https://api.spotify.com/v1/audio-analysis/7BZoKv8WjQJ46aBkpIkicg,7BZoKv8WjQJ46aBkpIkicg,0.00169,0.301,1.0,160.029,-1.28,0.00869,0.371,Low
4.0,0.0279,0.489,280267.0,0.489,https://api.spotify.com/v1/tracks/4kjHpouJFwKLS0rjKQVBl4,0.0,spotify:track:4kjHpouJFwKLS0rjKQVBl4,audio_features,2011-04-04,https://api.spotify.com/v1/audio-analysis/4kjHpouJFwKLS0rjKQVBl4,4kjHpouJFwKLS0rjKQVBl4,6.49e-06,0.243,7.0,77.956,-6.625,0.542,0.214,Low
4.0,0.109,0.663,220800.0,0.861,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,0.0,spotify:track:4356Typ82hUiFAynbLYbPn,audio_features,2010-03-30,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,4356Typ82hUiFAynbLYbPn,0.0,0.654,7.0,119.963,-3.398,0.0338,0.082,High
3.0,0.0232,0.599,263400.0,0.448,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,1.0,spotify:track:0tgVpDi06FyKpA1z0VMD4v,audio_features,2017-03-03,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,0.0,0.168,8.0,95.05,-6.312,0.163,0.106,High
4.0,0.0357,0.638,262467.0,0.656,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,1.0,spotify:track:7wZUrN8oemZfsEd1CGkbXE,audio_features,2007,https://api.spotify.com/v1/audio-analysis/7wZUrN8oemZfsEd1CGkbXE,7wZUrN8oemZfsEd1CGkbXE,0.0,0.225,5.0,104.036,-5.886,0.188,0.146,High
4.0,0.0651,0.664,182347.0,0.5,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,1.0,spotify:track:0mflMxspEfB0VbI1kyLiAv,audio_features,2022-10-14,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,0mflMxspEfB0VbI1kyLiAv,0.0,0.801,9.0,117.896,-6.935,0.799,0.0966,High
4.0,0.0804,0.43,315120.0,0.704,https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR,0.0,spotify:track:7fcfNW0XxTWlwVlftzfDOR,audio_features,1992-02-21,https://api.spotify.com/v1/audio-analysis/7fcfNW0XxTWlwVlftzfDOR,7fcfNW0XxTWlwVlftzfDOR,0.00221,0.703,1.0,118.242,-8.008,0.000155,0.0933,High
4.0,0.381,0.76,248337.0,0.842,https://api.spotify.com/v1/tracks/1LmlLVrloteBukOwHD5Ix5,1.0,spotify:track:1LmlLVrloteBukOwHD5Ix5,audio_features,2022-06-15,https://api.spotify.com/v1/audio-analysis/1LmlLVrloteBukOwHD5Ix5,1LmlLVrloteBukOwHD5Ix5,0.00108,0.464,10.0,130.042,-6.553,0.829,0.0995,Low
4.0,0.0339,0.731,134570.0,0.785,https://api.spotify.com/v1/tracks/4beKzTMCCMDizozv4Y3Shj,0.0,spotify:track:4beKzTMCCMDizozv4Y3Shj,audio_features,2024-02-09,https://api.spotify.com/v1/audio-analysis/4beKzTMCCMDizozv4Y3Shj,4beKzTMCCMDizozv4Y3Shj,0.00224,0.85,3.0,131.988,-4.08,0.0155,0.0567,Low
4.0,0.0453,0.676,230773.0,0.773,https://api.spotify.com/v1/tracks/36vRjLAq0PnT1Pvugs1rQH,1.0,spotify:track:36vRjLAq0PnT1Pvugs1rQH,audio_features,2008-01-01,https://api.spotify.com/v1/audio-analysis/36vRjLAq0PnT1Pvugs1rQH,36vRjLAq0PnT1Pvugs1rQH,0.0,0.764,0.0,149.715,-8.344,0.267,0.0831,Low
4.0,0.129,0.464,208687.0,0.473,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,1.0,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,audio_features,2019-10-17,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,2kJwzbxV2ppxnQoYw4GLBZ,0.0,0.604,1.0,75.801,-10.086,0.866,0.109,High
4.0,0.0858,0.803,191920.0,0.838,https://api.spotify.com/v1/tracks/4pN4uE4g6srE6376NDwMJP,1.0,spotify:track:4pN4uE4g6srE6376NDwMJP,audio_features,2022-03-25,https://api.spotify.com/v1/audio-analysis/4pN4uE4g6srE6376NDwMJP,4pN4uE4g6srE6376NDwMJP,0.011,0.637,0.0,91.986,-3.23,0.0905,0.0861,Low
4.0,0.28,0.738,165507.0,0.593,https://api.spotify.com/v1/tracks/7ujxY1bqVRvMe1sR5iFmxt,0.0,spotify:track:7ujxY1bqVRvMe1sR5iFmxt,audio_features,2023-10-28,https://api.spotify.com/v1/audio-analysis/7ujxY1bqVRvMe1sR5iFmxt,7ujxY1bqVRvMe1sR5iFmxt,0.0,0.477,10.0,72.494,-8.461,0.357,0.11,Low
4.0,0.054,0.556,225084.0,0.82,https://api.spotify.com/v1/tracks/3shxBrLJZiTP9OhJzK0iCr,1.0,spotify:track:3shxBrLJZiTP9OhJzK0iCr,audio_features,2021-08-06,https://api.spotify.com/v1/audio-analysis/3shxBrLJZiTP9OhJzK0iCr,3shxBrLJZiTP9OhJzK0iCr,7.91e-05,0.492,8.0,102.094,-5.385,0.19,0.16,Low
4.0,0.47,0.652,99114.0,0.287,https://api.spotify.com/v1/tracks/3Qj2ViqEZ2niYq4s8R4Xyw,0.0,spotify:track:3Qj2ViqEZ2niYq4s8R4Xyw,audio_features,2024-10-25,https://api.spotify.com/v1/audio-analysis/3Qj2ViqEZ2niYq4s8R4Xyw,3Qj2ViqEZ2niYq4s8R4Xyw,0.906,0.201,9.0,80.663,-14.555,0.588,0.104,Low
4.0,0.033,0.733,147840.0,0.859,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,0.0,spotify:track:02itaCXOdC54J0ISjqqFAp,audio_features,2019-04-05,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,02itaCXOdC54J0ISjqqFAp,0.0645,0.52,9.0,124.948,-5.03,0.479,0.105,High
4.0,0.298,0.874,281600.0,0.63,https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq,1.0,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,audio_features,1997-01-01,https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq,4AE7Lj39VnSZNOmGH2iZaq,0.00479,0.717,1.0,95.0,-3.585,0.0578,0.0582,High
4.0,0.108,0.648,120588.0,0.116,https://api.spotify.com/v1/tracks/76tl9K8j78xxjG3lKQwvWD,0.0,spotify:track:76tl9K8j78xxjG3lKQwvWD,audio_features,2023-11-03,https://api.spotify.com/v1/audio-analysis/76tl9K8j78xxjG3lKQwvWD,76tl9K8j78xxjG3lKQwvWD,0.895,0.488,11.0,81.653,-14.442,0.969,0.105,Low
4.0,0.065,0.873,359475.0,0.773,https://api.spotify.com/v1/tracks/2khp25PyhK7XkI1ITyvAPJ,1.0,spotify:track:2khp25PyhK7XkI1ITyvAPJ,audio_features,2024-11-15,https://api.spotify.com/v1/audio-analysis/2khp25PyhK7XkI1ITyvAPJ,2khp25PyhK7XkI1ITyvAPJ,0.062,0.836,8.0,113.018,-7.802,0.0351,0.0223,Low
4.0,0.038,0.527,204591.0,0.257,https://api.spotify.com/v1/tracks/35rYbgueLPPuYDtDD3Eavk,0.0,spotify:track:35rYbgueLPPuYDtDD3Eavk,audio_features,2005-03-22,https://api.spotify.com/v1/audio-analysis/35rYbgueLPPuYDtDD3Eavk,35rYbgueLPPuYDtDD3Eavk,0.53,0.488,0.0,117.325,-9.949,0.742,0.108,Low
4.0,0.054,0.573,225280.0,0.902,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,0.0,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,audio_features,1985-06-01,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,2WfaOiMkCvy7F5fcp2zZ8L,0.00125,0.876,6.0,84.412,-7.638,0.018,0.0928,High
4.0,0.0489,0.778,242733.0,0.547,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,1.0,spotify:track:1mKXFLRA179hdOWQBwUk9e,audio_features,2012-09-18,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e,1mKXFLRA179hdOWQBwUk9e,0.000306,0.442,2.0,95.0,-7.273,0.344,0.132,High
3.0,0.0425,0.148,195600.0,0.00389,https://api.spotify.com/v1/tracks/2ZUsvuyl43t1oqiwGaHMt7,1.0,spotify:track:2ZUsvuyl43t1oqiwGaHMt7,audio_features,2021-10-05,https://api.spotify.com/v1/audio-analysis/2ZUsvuyl43t1oqiwGaHMt7,2ZUsvuyl43t1oqiwGaHMt7,0.829,0.0395,7.0,138.012,-37.419,0.993,0.108,Low
4.0,0.044,0.602,216013.0,0.923,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,1.0,spotify:track:1yjY7rpaAQvKwpdUliHx0d,audio_features,2013-04-05,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,1yjY7rpaAQvKwpdUliHx0d,0.0,0.765,5.0,136.01,-3.763,0.0098,0.0561,High
4.0,0.0409,0.608,287627.0,0.592,https://api.spotify.com/v1/tracks/3L3GwtfPpOl0Qbq3Md15fT,0.0,spotify:track:3L3GwtfPpOl0Qbq3Md15fT,audio_features,1996-03-15,https://api.spotify.com/v1/audio-analysis/3L3GwtfPpOl0Qbq3Md15fT,3L3GwtfPpOl0Qbq3Md15fT,0.909,0.365,0.0,77.937,-9.642,0.469,0.0651,Low
4.0,0.0362,0.29,493400.0,0.827,https://api.spotify.com/v1/tracks/0MsrWnxQZxPAcov7c74sSo,1.0,spotify:track:0MsrWnxQZxPAcov7c74sSo,audio_features,2004-09-21,https://api.spotify.com/v1/audio-analysis/0MsrWnxQZxPAcov7c74sSo,0MsrWnxQZxPAcov7c74sSo,2.55e-06,0.45,8.0,167.086,-3.451,0.000659,0.301,High
4.0,0.0385,0.292,642573.0,0.246,https://api.spotify.com/v1/tracks/4Dcm4KMuDz0l01weeSpD4J,1.0,spotify:track:4Dcm4KMuDz0l01weeSpD4J,audio_features,2005-08-01,https://api.spotify.com/v1/audio-analysis/4Dcm4KMuDz0l01weeSpD4J,4Dcm4KMuDz0l01weeSpD4J,0.525,0.0859,2.0,109.766,-14.96,0.922,0.107,Low
4.0,0.0329,0.556,236533.0,0.486,https://api.spotify.com/v1/tracks/5TpPSTItCwtZ8Sltr3vdzm,1.0,spotify:track:5TpPSTItCwtZ8Sltr3vdzm,audio_features,2009-05-15,https://api.spotify.com/v1/audio-analysis/5TpPSTItCwtZ8Sltr3vdzm,5TpPSTItCwtZ8Sltr3vdzm,1.45e-06,0.243,2.0,119.955,-7.139,0.0371,0.164,High
4.0,0.144,0.763,212011.0,0.58,https://api.spotify.com/v1/tracks/5iw28wvyHgj4ppOu5AdcEU,1.0,spotify:track:5iw28wvyHgj4ppOu5AdcEU,audio_features,2020-07-16,https://api.spotify.com/v1/audio-analysis/5iw28wvyHgj4ppOu5AdcEU,5iw28wvyHgj4ppOu5AdcEU,1.6e-05,0.608,8.0,175.937,-6.196,0.0466,0.154,Low
4.0,0.0314,0.467,209078.0,0.247,https://api.spotify.com/v1/tracks/6khKJVbTxzfhbGfHMtyOM8,1.0,spotify:track:6khKJVbTxzfhbGfHMtyOM8,audio_features,2024-09-20,https://api.spotify.com/v1/audio-analysis/6khKJVbTxzfhbGfHMtyOM8,6khKJVbTxzfhbGfHMtyOM8,0.0157,0.258,7.0,140.232,-14.161,0.906,0.157,High
4.0,0.0266,0.449,92108.0,0.235,https://api.spotify.com/v1/tracks/1EbOjF3SXKYHAte9Pui9OJ,0.0,spotify:track:1EbOjF3SXKYHAte9Pui9OJ,audio_features,2013-09-20,https://api.spotify.com/v1/audio-analysis/1EbOjF3SXKYHAte9Pui9OJ,1EbOjF3SXKYHAte9Pui9OJ,0.863,0.039,9.0,100.012,-16.364,0.831,0.112,Low
4.0,0.0431,0.626,251038.0,0.488,https://api.spotify.com/v1/tracks/3rgPcA3yCtvVCxvcVFcBxs,1.0,spotify:track:3rgPcA3yCtvVCxvcVFcBxs,audio_features,2023-11-01,https://api.spotify.com/v1/audio-analysis/3rgPcA3yCtvVCxvcVFcBxs,3rgPcA3yCtvVCxvcVFcBxs,0.0,0.554,2.0,64.942,-7.416,0.429,0.0668,Low
4.0,0.035,0.478,281662.0,0.318,https://api.spotify.com/v1/tracks/7IanweILQWvEsrKQn7YVIm,1.0,spotify:track:7IanweILQWvEsrKQn7YVIm,audio_features,2020-04-03,https://api.spotify.com/v1/audio-analysis/7IanweILQWvEsrKQn7YVIm,7IanweILQWvEsrKQn7YVIm,4.35e-05,0.192,1.0,137.983,-16.528,0.197,0.394,Low
4.0,0.0981,0.581,204160.0,0.963,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,1.0,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,audio_features,2012,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,3cHyrEgdyYRjgJKSOiOtcS,0.0,0.788,11.0,129.992,-4.087,0.0295,0.139,High
4.0,0.0785,0.537,213925.0,0.922,https://api.spotify.com/v1/tracks/0E0GPPvheTzleZgWckjef2,0.0,spotify:track:0E0GPPvheTzleZgWckjef2,audio_features,2024-01-26,https://api.spotify.com/v1/audio-analysis/0E0GPPvheTzleZgWckjef2,0E0GPPvheTzleZgWckjef2,0.0,0.775,11.0,160.046,-3.8,0.00141,0.252,Low
4.0,0.0384,0.829,147625.0,0.545,https://api.spotify.com/v1/tracks/5Z4zrfHfykFUhSqNnt2Ubd,1.0,spotify:track:5Z4zrfHfykFUhSqNnt2Ubd,audio_features,2023-10-17,https://api.spotify.com/v1/audio-analysis/5Z4zrfHfykFUhSqNnt2Ubd,5Z4zrfHfykFUhSqNnt2Ubd,0.808,0.539,0.0,120.052,-9.541,0.0757,0.103,Low
4.0,0.0552,0.256,281160.0,0.641,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,1.0,spotify:track:11LmqTE2naFULdEP94AUBa,audio_features,1993-09-21,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,11LmqTE2naFULdEP94AUBa,0.0329,0.382,1.0,203.006,-10.283,0.199,0.0853,High
4.0,0.0418,0.633,187594.0,0.923,https://api.spotify.com/v1/tracks/2nzw5ghlLsOKEqD4EuH6qO,0.0,spotify:track:2nzw5ghlLsOKEqD4EuH6qO,audio_features,2018-06-15,https://api.spotify.com/v1/audio-analysis/2nzw5ghlLsOKEqD4EuH6qO,2nzw5ghlLsOKEqD4EuH6qO,0.746,0.199,2.0,94.989,-3.974,0.474,0.113,Low
4.0,0.0519,0.692,242295.0,0.745,https://api.spotify.com/v1/tracks/1Rh8OSTma2g6BdfBYXiTrq,0.0,spotify:track:1Rh8OSTma2g6BdfBYXiTrq,audio_features,2023-07-14,https://api.spotify.com/v1/audio-analysis/1Rh8OSTma2g6BdfBYXiTrq,1Rh8OSTma2g6BdfBYXiTrq,0.879,0.302,6.0,122.015,-7.785,0.00184,0.131,Low
4.0,0.0514,0.765,237300.0,0.473,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,1.0,spotify:track:5kqIPrATaCc2LqxVWzQGbk,audio_features,2016-04-01,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,5kqIPrATaCc2LqxVWzQGbk,0.0,0.34,10.0,119.992,-5.829,0.287,0.391,High
4.0,0.0313,0.664,94875.0,0.211,https://api.spotify.com/v1/tracks/1xrkythjTGJM8rClZQdZ5V,1.0,spotify:track:1xrkythjTGJM8rClZQdZ5V,audio_features,2024-03-08,https://api.spotify.com/v1/audio-analysis/1xrkythjTGJM8rClZQdZ5V,1xrkythjTGJM8rClZQdZ5V,0.844,0.181,11.0,94.019,-14.747,0.885,0.186,Low
4.0,0.141,0.728,212027.0,0.693,https://api.spotify.com/v1/tracks/1lcSY9kXL2PG8HYuDlV4KW,1.0,spotify:track:1lcSY9kXL2PG8HYuDlV4KW,audio_features,2024-09-20,https://api.spotify.com/v1/audio-analysis/1lcSY9kXL2PG8HYuDlV4KW,1lcSY9kXL2PG8HYuDlV4KW,1.25e-05,0.571,1.0,104.91,-4.647,0.105,0.0967,Low
4.0,0.0371,0.515,220947.0,0.683,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt,1.0,spotify:track:5JLv62qFIS1DR3zGEcApRt,audio_features,2012-03-12,https://api.spotify.com/v1/audio-analysis/5JLv62qFIS1DR3zGEcApRt,5JLv62qFIS1DR3zGEcApRt,2.64e-06,0.572,5.0,159.878,-5.099,0.0749,0.392,High
